iter	Logloss
0	0.6568755056
1	0.6229391878
2	0.5900911801
3	0.5597437098
4	0.5311979694
5	0.5036709159
6	0.4780211895
7	0.4537409941
8	0.4315887265
9	0.409994688
10	0.3899700696
11	0.3705664788
12	0.3531537772
13	0.3361623961
14	0.3205445661
15	0.3051275714
16	0.2905508871
17	0.2773385154
18	0.2652456695
19	0.2540044815
20	0.2429319457
21	0.2325677627
22	0.2225383718
23	0.2135598842
24	0.2049822701
25	0.1964582324
26	0.1889604465
27	0.1814779933
28	0.1747088657
29	0.1682678763
30	0.1621259752
31	0.1564534566
32	0.1512478299
33	0.146213641
34	0.1413871395
35	0.1365381135
36	0.1323513891
37	0.1283317221
38	0.1245396111
39	0.1209094275
40	0.1174845237
41	0.114201628
42	0.1111757741
43	0.1081772145
44	0.1054672661
45	0.1029010084
46	0.100579511
47	0.09823689638
48	0.09603524929
49	0.09388158393
50	0.09179099993
51	0.08985859137
52	0.08805791935
53	0.0861831527
54	0.08445175573
55	0.08285139923
56	0.08134264206
57	0.07979664678
58	0.07833582354
59	0.07707476715
60	0.07588601775
61	0.07471072186
62	0.07369642332
63	0.07263504024
64	0.0717033419
65	0.07071033716
66	0.06980845803
67	0.06894987624
68	0.06805436764
69	0.06723367759
70	0.06657646695
71	0.06566218517
72	0.06484355542
73	0.06425231512
74	0.06362836038
75	0.06273418568
76	0.06207835153
77	0.06141318008
78	0.06084911409
79	0.06015608902
80	0.05953559427
81	0.05891190384
82	0.05839606448
83	0.05788918607
84	0.0574115741
85	0.05694386563
86	0.05645666389
87	0.05597038724
88	0.0555569979
89	0.05504478342
90	0.05460364489
91	0.05420169431
92	0.05379016938
93	0.0533775116
94	0.05297166805
95	0.05264547068
96	0.05229838827
97	0.05194359956
98	0.0516241708
99	0.05131956322
100	0.05099488874
101	0.05069489343
102	0.05039816314
103	0.05018710451
104	0.04998120371
105	0.04975450006
106	0.0495055321
107	0.04927216741
108	0.04908375868
109	0.04887154584
110	0.04867757986
111	0.0485085418
112	0.04832595039
113	0.0481464814
114	0.04797802636
115	0.04786082835
116	0.04770056702
117	0.0475556238
118	0.04741656809
119	0.04730278843
120	0.04714884121
121	0.04703192702
122	0.0469282762
123	0.04681691803
124	0.04669707215
125	0.04659020414
126	0.04647353024
127	0.0463574875
128	0.04625577051
129	0.04613712603
130	0.04606762405
131	0.04595431575
132	0.04585283269
133	0.04576375208
134	0.04567809404
135	0.04560333697
136	0.0455339708
137	0.04545719056
138	0.04536853673
139	0.04528835706
140	0.04520561991
141	0.04514690106
142	0.04507482251
143	0.04499933563
144	0.04494810563
145	0.04487788209
146	0.04482929681
147	0.04477438113
148	0.04473177039
149	0.04466990388
150	0.04461691729
151	0.04456670656
152	0.04451344419
153	0.04446794301
154	0.04442930864
155	0.04436419421
156	0.04431162086
157	0.04426670908
158	0.04421339405
159	0.04417072062
160	0.04412946227
161	0.04408868529
162	0.04405818604
163	0.04401854861
164	0.04398745506
165	0.04394367936
166	0.04389939322
167	0.04386784449
168	0.04383570743
169	0.04380527825
170	0.04376729595
171	0.04374688433
172	0.04372425252
173	0.04369495943
174	0.04366923341
175	0.04364347929
176	0.04360976992
177	0.0435672303
178	0.04353803946
179	0.04351247497
180	0.04347502986
181	0.04344698406
182	0.0434192328
183	0.04339739449
184	0.04336176641
185	0.0433322212
186	0.04330880802
187	0.04328499728
188	0.04325148284
189	0.04322483221
190	0.0432027398
191	0.04317811836
192	0.04314443964
193	0.04312856747
194	0.04309884601
195	0.04307093746
196	0.04305181725
197	0.04302941735
198	0.04301298551
199	0.04299369547
200	0.04297071969
201	0.04294311146
202	0.04292475576
203	0.04290102184
204	0.04287752478
205	0.04286116885
206	0.04284660403
207	0.04282429415
208	0.04280344335
209	0.04278825347
210	0.04276896248
211	0.04275586965
212	0.04273359932
213	0.0427118751
214	0.04268721333
215	0.04267276505
216	0.04265214412
217	0.04263643454
218	0.04262514236
219	0.04261156868
220	0.04258781526
221	0.0425720601
222	0.04255982307
223	0.04254031366
224	0.04252312386
225	0.04249906103
226	0.04247820598
227	0.04246317025
228	0.04244504847
229	0.0424270218
230	0.0424085053
231	0.04238876482
232	0.04237386705
233	0.04235944046
234	0.04234270556
235	0.04232068436
236	0.04230517884
